FIPS,Adult obesity raw value,Poor or fair health raw value,Unemployment raw value
55031,0.317,0.141,0.0574940858
55033,0.297,0.131,0.0531040908
55035,0.323,0.124,0.0457958988
55037,0.339,0.117,0.0745732255
55039,0.31,0.113,0.0503913127
55041,0.319,0.161,0.0875530057
55043,0.297,0.129,0.0480156431
55045,0.309,0.106,0.0456612353
55047,0.311,0.132,0.0654187192
55049,0.277,0.12,0.0518464351
55051,0.289,0.132,0.0964783566
55053,0.325,0.15,0.0609924871
55055,0.292,0.125,0.0518692503
55057,0.339,0.145,0.0669258955
55059,0.318,0.155,0.0612941526
55061,0.347,0.119,0.0509878904
55063,0.252,0.119,0.04400006
55065,0.328,0.126,0.0433390265
55067,0.286,0.137,0.0753960091
55069,0.315,0.121,0.0648756219
55071,0.311,0.118,0.0621749465
55073,0.295,0.118,0.0514665645
55075,0.327,0.128,0.0685508399
55077,0.333,0.127,0.0716092107
55078,0.41,0.282,0.1311688312
55079,0.31,0.178,0.0699638193
55081,0.316,0.136,0.0546847326
55083,0.286,0.118,0.0624756145
55085,0.302,0.118,0.0706374199
55087,0.32,0.117,0.0486762354
55089,0.273,0.093,0.0432188895
55091,0.324,0.123,0.0487382484
55093,0.305,0.116,0.0449304501
55095,0.297,0.124,0.0591866974
55097,0.346,0.125,0.0568497377
55099,0.322,0.132,0.0541574687
55101,0.318,0.148,0.0675304436
55103,0.328,0.137,0.0514745308
55105,0.337,0.148,0.0622497445
55107,0.316,0.15,0.0707116105
55109,0.284,0.1,0.0451707297
55111,0.303,0.122,0.0505648198
55113,0.284,0.159,0.0894429971
55115,0.334,0.137,0.060432868
55117,0.275,0.129,0.0461665828
55119,0.342,0.141,0.0539775322
55121,0.314,0.118,0.0471105144
55123,0.341,0.133,0.0494596566
55125,0.274,0.145,0.0861657722
55127,0.269,0.127,0.0566898617
55129,0.285,0.135,0.0643986945
55131,0.295,0.099,0.0463607595
55133,0.27,0.101,0.0452430314
55135,0.258,0.126,0.0582552801
55137,0.32,0.135,0.0716049383
55139,0.281,0.123,0.0530567424
55141,0.342,0.123,0.0607216495
56000,0.2658533208,0.135,0.0431431066
56001,0.211,0.15,0.0356552194
56003,0.278,0.134,0.0465816507
56005,0.336,0.128,0.0347918566
56007,0.265,0.139,0.0415380964
56009,0.284,0.122,0.0317441303
56011,0.28,0.109,0.0403877221
56013,0.26,0.145,0.0518913676
56015,0.276,0.142,0.0373754153
56017,0.252,0.123,0.0433386838
56019,0.228,0.113,0.046854083
56021,0.282,0.14,0.0448475429
56023,0.242,0.109,0.0537149817
56025,0.281,0.131,0.0420043875
56027,0.27,0.142,0.0350877193
56029,0.245,0.116,0.0467869579
56031,0.268,0.139,0.0403596821
56033,0.245,0.123,0.0479949875
56035,0.207,0.116,0.0447271235
56037,0.292,0.139,0.0416220614
56039,0.125,0.111,0.0479599639
56041,0.296,0.147,0.0503488019
56043,0.247,0.143,0.0451162791
56045,0.294,0.134,0.034256927
